IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexDate;IndexMeteo
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-22;38;3;166;FORF;FORFAIT;476;477;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-22;38;3;166;FORF;FORFAIT;476;477;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-22;38;3;166;FORF;FORFAIT;476;477;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;3;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;3;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;3;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-26;38;3;166;FORF;FORFAIT;480;481;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-27;38;3;166;FORF;FORFAIT;481;482;3
1332;;2;;;;;;3;2018-05-12;25;1;14;REST;RESTAURANT;496;497;0
1332;;2;;;;;;3;2018-05-12;19;1;10;REST;RESTAURANT;496;497;0
1332;;2;;;;;;3;2018-05-12;6;2;21;REST;RESTAURANT;496;497;0
1332;;2;;;;;;3;2018-05-12;4;1;105;BARA;BAR-ALCOOL;496;497;0
1332;;2;;;;;;3;2018-05-12;5;1;190;BARA;BAR-ALCOOL;496;497;0
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;1;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;3
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;1;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;1
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;164;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;1;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;3
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;1;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;1
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;164;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;1;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;3
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;1;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;1
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;2
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-19;26;2;163;FORF;FORFAIT;503;504;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;1;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;3
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;4
1343;771;;2018-05-21;2018-05-19;1;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;1
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;0;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;2
1343;771;;2018-05-21;2018-05-19;2;2;2;6;2018-05-20;26;2;163;FORF;FORFAIT;504;505;4
1349;1190;;2018-05-25;2018-05-24;1;0;1;3;2018-05-25;1;3;193;BARS;BAR-SOFT;509;510;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-21;38;4;166;FORF;FORFAIT;475;476;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-22;38;4;166;FORF;FORFAIT;476;477;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-23;38;4;166;FORF;FORFAIT;477;478;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-24;38;4;166;FORF;FORFAIT;478;479;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;4
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;4
1298;755;;2018-04-28;2018-04-21;5;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;5
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;4;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;4
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;2
1298;755;;2018-04-28;2018-04-21;3;0;7;2;2018-04-25;38;4;166;FORF;FORFAIT;479;480;3
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-26;38;4;166;FORF;FORFAIT;480;481;2
1298;755;;2018-04-28;2018-04-21;1;0;7;2;2018-04-26;38;4;166;FORF;FORFAIT;480;481;1
1298;755;;2018-04-28;2018-04-21;2;0;7;2;2018-04-26;38;4;166;FORF;FORFAIT;480;481;2
