DATE;MAX_TEMPERATURE_C;MIN_TEMPERATURE_C;WINDSPEED_MAX_KMH;TEMPERATURE_MORNING_C;TEMPERATURE_NOON_C;TEMPERATURE_EVENING_C;PRECIP_TOTAL_DAY_MM;HUMIDITY_MAX_PERCENT;VISIBILITY_AVG_KM;PRESSURE_MAX_MB;CLOUDCOVER_AVG_PERCENT;HEATINDEX_MAX_C;DEWPOINT_MAX_C;WINDTEMP_MAX_C;WEATHER_CODE_MORNING;WEATHER_CODE_NOON;WEATHER_CODE_EVENING;OPINION;IndexMeteo
2017-01-01;10;5;4;2;10;3;0;58;10;1029;0;10;0;4;113;113;113;météo très défavorable;1
2017-01-02;6;2;4;1;6;-1;0;70;9.375;1023;34;6;0;2;113;122;116;météo très défavorable;2
2017-01-03;-1;-1;10;-3;-1;-3;0;86;8.625;1027;10.375;0;0;-5;113;113;113;météo très défavorable;3
2017-01-04;1;-1;8;-3;0;0;0.1;69;9.75;1027;15;1;0;-4;113;113;113;météo très défavorable;4
2017-01-05;-1;-3;18;-1;-2;-6;0.3;90;8.875;1030;40.125;0;0;-8;332;323;113;météo très défavorable;5
2017-01-06;-4;-5;9;-5;-4;-8;0;78;10;1033;4.125;0;0;-9;113;113;113;météo très défavorable;6
2017-01-07;-1;-4;7;-6;-1;-6;0;63;10;1033;6.25;0;0;-6;113;113;113;météo très défavorable;7
2017-01-08;-1;-2;9;-2;-1;-4;0.5;85;8.75;1031;58.75;0;0;-6;329;326;326;météo très défavorable;8
2017-01-09;-1;-3;7;-4;-1;-5;0;88;5.625;1029;16.375;0;0;-6;143;113;113;météo très défavorable;9
2017-01-10;2;-1;5;-2;2;-4;6;97;6;1021;63.25;2;1;-3;116;338;338;météo très défavorable;10
2017-01-11;3;-2;5;-5;3;-2;1.2;80;7.625;1021;28.875;3;1;-4;143;113;329;météo très défavorable;11
2017-01-12;8;4;6;1;8;1;7.3;84;9;1022;53.5;8;4;3;113;113;176;météo très défavorable;12
2017-01-13;1;-4;12;-2;-4;-5;27.2;97;4.25;1014;99.875;2;3;-9;338;371;395;météo très défavorable;13
2017-01-14;-2;-5;11;-4;-4;-7;19.5;98;2.375;1021;93.25;0;0;-9;338;338;338;météo très défavorable;14
2017-01-15;-3;-6;9;-10;-3;-9;0.7;92;8;1023;41.25;0;0;-9;113;113;323;météo très défavorable;15
2017-01-16;-4;-7;11;-10;-4;-9;0.2;92;9.625;1022;18.5;0;0;-11;113;113;323;météo très défavorable;16
2017-01-17;-5;-9;9;-13;-5;-10;0;93;9;1025;19.25;0;0;-13;113;113;326;météo très défavorable;17
2017-01-18;-2;-5;7;-11;-2;-8;0;95;5.25;1028;13.875;0;0;-7;143;113;281;météo très défavorable;18
2017-01-19;2;-3;5;-8;2;-6;0;94;7.875;1031;7.75;2;0;-5;113;113;143;météo très défavorable;19
2017-01-20;4;-1;6;-5;4;-2;0;94;9;1031;6.875;4;2;-3;113;113;143;météo très défavorable;20
2017-01-21;5;0;8;-4;5;-1;0;93;10;1031;37.125;5;3;-3;116;113;116;météo très défavorable;21
2017-01-22;4;0;5;-4;4;1;0;92;9;1027;51.375;4;2;-1;113;119;143;météo très défavorable;22
2017-01-23;3;-1;5;-5;3;-4;0;95;7.125;1024;47;3;1;-2;116;116;143;météo très défavorable;23
2017-01-24;-1;-4;7;-9;-1;-7;0;88;6.875;1023;10.625;0;0;-7;113;113;113;météo très défavorable;24
2017-01-25;-2;-5;5;-11;-2;-4;0;96;4.375;1025;32.625;0;0;-5;260;113;326;météo très défavorable;25
2017-01-26;5;-1;7;-6;4;2;0;97;7.5;1025;21.125;5;5;-3;113;113;248;météo très défavorable;26
2017-01-27;6;3;10;1;5;4;0;99;7.5;1024;50.5;6;6;0;113;116;248;météo très défavorable;27
2017-01-28;8;4;7;2;8;2;0;93;9;1023;48.75;8;6;3;116;119;143;météo très défavorable;28
2017-01-29;7;3;5;-2;7;1;0;95;7.625;1025;45.125;7;5;2;113;116;248;météo très défavorable;29
2017-01-30;7;5;8;3;7;6;3.2;91;9.625;1025;46.125;7;6;4;113;116;317;météo très défavorable;30
2017-01-31;7;4;7;2;4;6;2.4;92;9;1020;48.375;7;6;3;182;116;176;météo très défavorable;31
2017-02-01;11;6;8;4;11;6;0;93;10;1019;21.375;11;9;4;113;113;113;météo défavorable;32
2017-02-02;13;7;11;4;13;7;0.1;82;10;1019;17.25;13;8;5;113;113;116;météo correcte;33
2017-02-03;8;5;11;5;8;5;15.4;90;8;1013;51.25;8;5;2;320;113;176;météo très défavorable;34
2017-02-04;7;5;23;3;6;6;6.5;85;8.625;1013;51.625;7;4;2;116;317;353;météo très défavorable;35
2017-02-05;7;5;7;3;6;6;24.2;98;6.375;1011;73.5;7;6;3;335;320;320;météo très défavorable;36
2017-02-06;2;0;12;-1;1;1;15.5;100;2.75;1017;97.375;2;2;-3;338;338;338;météo très défavorable;37
2017-02-07;6;2;5;1;5;2;7.8;97;6;1018;76.125;6;4;2;143;176;338;météo très défavorable;38
2017-02-08;3;0;9;-1;2;2;10.7;99;2.375;1020;100;3;3;-2;332;338;338;météo très défavorable;39
2017-02-09;1;-2;7;-1;1;-2;2;97;6;1021;83.375;1;1;-3;332;323;332;météo très défavorable;40
2017-02-10;5;1;4;2;5;1;2.3;92;6.125;1021;45.875;5;2;1;335;116;323;météo très défavorable;41
2017-02-11;7;2;8;1;7;2;0.3;76;9.875;1022;43.375;7;0;0;113;116;119;météo très défavorable;42
2017-02-12;11;6;9;3;11;7;0.3;81;9.875;1024;31.25;11;6;4;116;113;113;météo défavorable;43
2017-02-13;12;6;9;4;12;6;0;81;10;1025;23.75;12;6;5;116;113;116;météo défavorable;44
2017-02-14;8;6;8;5;8;8;0.3;85;9.875;1033;34.375;8;5;5;317;116;116;météo très défavorable;45
2017-02-15;10;5;5;4;10;5;0;84;10;1036;29.875;10;4;5;113;116;113;météo très défavorable;46
2017-02-16;11;6;3;2;11;6;0;82;10;1036;10.75;11;4;6;113;113;113;météo défavorable;47
2017-02-17;8;3;9;2;8;3;0.1;93;9.375;1031;31.25;8;4;1;113;116;176;météo très défavorable;48
2017-02-18;8;3;5;2;8;3;0;85;7.625;1026;10.125;8;3;3;143;113;113;météo très défavorable;49
2017-02-19;9;5;6;4;9;5;0;80;10;1026;3.5;9;4;5;113;113;113;météo très défavorable;50
2017-02-20;6;3;9;3;6;3;0;86;10;1026;8.5;6;2;2;113;113;113;météo très défavorable;51
2017-02-21;11;6;9;5;11;6;0;93;8.375;1025;43.75;11;6;5;119;116;116;météo défavorable;52
2017-02-22;10;9;7;4;10;9;0;86;6.625;1022;14.125;10;7;8;143;113;113;météo défavorable;53
2017-02-23;17;11;14;7;17;12;0;65;10;1019;12.625;17;6;10;113;113;113;météo correcte;54
2017-02-24;6;0;14;6;3;0;2.2;93;5.5;1016;66.25;6;6;-4;143;338;371;météo très défavorable;55
2017-02-25;6;4;5;1;5;4;0;82;9;1022;12.75;6;1;4;113;113;113;météo très défavorable;56
2017-02-26;11;10;3;4;11;10;0;73;10;1022;10.75;12;3;9;113;113;113;météo défavorable;57
2017-02-27;11;8;15;5;11;8;0;75;10;1017;10;11;3;7;113;113;113;météo défavorable;58
2017-02-28;8;2;24;7;8;2;18.8;89;6.875;1007;73.5;8;6;-2;182;296;395;météo très défavorable;59
2017-03-01;4;1;11;2;4;1;12.1;93;4.375;1017;69.75;4;4;-1;335;335;338;météo très défavorable;60
2017-03-02;9;6;6;5;8;8;15.6;91;7.875;1018;59.625;9;6;5;320;317;113;météo défavorable;61
2017-03-03;13;8;13;5;13;8;0;78;10;1018;10.75;13;6;8;116;113;113;météo correcte;62
2017-03-04;8;2;17;6;8;2;11.5;91;7.5;1006;39.5;8;5;-2;113;263;395;météo très défavorable;63
2017-03-05;6;2;22;2;6;2;4.9;82;6.375;1013;55.875;6;2;-3;338;113;335;météo très défavorable;64
2017-03-06;7;2;36;4;7;2;37.8;91;5.25;1015;90;7;5;-4;338;320;365;météo très défavorable;65
2017-03-07;1;-2;10;0;0;-2;22.2;100;3;1024;90.25;1;1;-3;338;338;338;météo très défavorable;66
2017-03-08;6;6;5;1;6;6;1.2;86;8.5;1026;47.375;6;4;5;113;119;263;météo très défavorable;67
2017-03-09;10;6;9;6;10;6;0;93;7.375;1027;44.875;10;8;4;116;116;116;météo défavorable;68
2017-03-10;11;7;12;7;11;7;0;84;7.625;1025;16.25;11;7;6;143;113;113;météo défavorable;69
2017-03-11;14;11;4;5;14;13;0;71;10;1022;19.375;14;4;11;116;113;113;météo correcte;70
2017-03-12;12;9;6;7;12;9;0;85;9.375;1018;18.875;12;5;9;113;116;113;météo défavorable;71
2017-03-13;11;8;10;7;11;8;0;87;6.625;1027;32.375;11;8;8;248;116;113;météo défavorable;72
2017-03-14;10;7;9;5;10;7;0;83;8.625;1030;6.5;10;5;7;113;113;113;météo défavorable;73
2017-03-15;12;10;7;5;12;10;0;86;10;1031;8;12;6;10;113;113;113;météo défavorable;74
2017-03-16;15;13;4;6;15;14;0;79;9;1027;4.125;16;8;13;113;113;113;météo correcte;75
2017-03-17;15;14;5;8;15;14;0;80;10;1022;5.125;15;7;14;113;113;113;météo correcte;76
2017-03-18;9;6;9;4;8;8;1.6;89;6.75;1020;60.625;9;6;4;116;116;266;météo défavorable;77
2017-03-19;10;7;12;8;9;7;1.1;94;4.5;1019;88.25;10;8;5;248;119;176;météo défavorable;78
2017-03-20;12;8;8;9;12;8;0;88;4.25;1017;64.125;12;10;8;248;116;116;météo défavorable;79
2017-03-21;10;7;7;8;10;7;0.3;87;5.125;1014;70;10;8;7;248;116;119;météo défavorable;80
2017-03-22;9;5;6;3;8;6;4.3;87;5.75;1013;76.5;9;8;5;266;116;263;météo très défavorable;81
2017-03-23;13;11;7;6;13;11;2.9;74;9.5;1015;29.75;13;5;11;113;113;353;météo correcte;82
2017-03-24;12;9;4;8;11;9;3.4;89;7.75;1021;60.125;12;8;10;263;296;176;météo défavorable;83
2017-03-25;15;4;9;6;15;4;13.6;94;8;1022;51.5;15;7;3;122;113;302;météo très défavorable;84
2017-03-26;10;8;6;6;10;8;4.7;81;9.375;1021;43.625;10;5;8;317;113;113;météo défavorable;85
2017-03-27;11;4;7;2;8;9;0.2;73;9.375;1024;79.375;11;7;5;113;113;176;météo très défavorable;86
2017-03-28;11;4;6;3;7;11;0;86;10;1026;86.25;12;4;5;113;113;113;météo très défavorable;87
2017-03-29;14;4;9;2;8;14;0;82;10;1027;88.375;15;6;4;113;113;113;météo très défavorable;88
2017-03-30;20;6;7;3;11;20;0;72;18.375;1026;82.75;23;9;7;113;113;116;météo défavorable;89
2017-03-31;13;6;13;3;10;13;0;68;19.75;1024;80.875;14;5;4;113;116;113;météo défavorable;90
2017-04-01;6;2;6;5;3;2;7.1;86;7;1017;97.875;7;4;2;119;293;293;météo très défavorable;91
2017-04-02;8;2;11;2;2;8;4.9;100;5.375;1022;100;9;3;0;293;317;266;météo très défavorable;92
2017-04-03;12;4;9;2;7;12;0.5;81;5.75;1022;100;13;5;5;143;113;176;météo très défavorable;93
2017-04-04;11;5;12;4;9;9;0.9;90;4.875;1022;100;12;4;4;248;176;176;météo très défavorable;94
2017-04-05;11;2;17;2;4;11;0.3;87;5.75;1021;100;12;3;0;248;113;113;météo très défavorable;95
2017-04-06;5;2;12;2;3;4;0.1;87;6;1021;75;6;2;0;143;113;116;météo très défavorable;96
2017-04-07;9;4;9;2;6;7;0;76;6.125;1022;50;9;3;4;248;113;113;météo très défavorable;97
2017-04-08;12;6;6;4;11;10;1.5;71;8.625;1022;29.125;13;4;7;143;113;113;météo défavorable;98
2017-04-09;14;9;7;6;13;11;2.9;70;9.75;1024;37.5;14;4;10;113;113;176;météo correcte;99
2017-04-10;13;8;8;6;12;12;2.4;65;9.75;1025;20.875;14;5;9;113;113;113;météo correcte;100
2017-04-11;9;3;11;6;3;9;1.2;95;7;1022;100;11;6;1;248;176;353;météo très défavorable;101
2017-04-12;15;5;7;3;8;15;0;78;5.5;1022;62.5;16;3;6;248;116;113;météo correcte;102
2017-04-13;14;6;12;3;11;14;0.2;72;8.75;1018;50;16;3;6;113;113;119;météo correcte;103
2017-04-14;12;6;10;4;9;11;0.2;72;6.875;1017;62.5;13;4;7;248;113;116;météo défavorable;104
2017-04-15;10;6;11;4;10;7;2.1;79;6.625;1019;87.5;11;3;6;248;119;266;météo défavorable;105
2017-04-16;10;3;12;2;5;10;1.1;92;6.5;1022;100;11;3;2;248;176;176;météo très défavorable;106
2017-04-17;10;3;12;1;5;10;0.2;71;7.875;1022;37.5;11;2;2;113;113;176;météo très défavorable;107
2017-04-18;7;2;24;2;4;7;0;76;6.125;1022;41.625;7;2;0;248;113;113;météo très défavorable;108
2017-04-19;6;-2;25;-3;1;6;0;54;10;1027;0;7;0;-6;113;113;113;météo très défavorable;109
2017-04-20;7;-3;16;-4;1;7;0;60;10;1030;0;7;0;-3;113;113;113;météo très défavorable;110
2017-04-21;11;1;8;-2;5;11;0;54;10;1030;0;12;0;2;113;113;113;météo très défavorable;111
2017-04-22;14;5;11;1;10;14;0;51;9.375;1029;8.375;15;0;5;113;113;113;météo correcte;112
2017-04-23;14;5;13;2;7;14;0;70;6.875;1022;25;15;2;4;113;113;116;météo correcte;113
2017-04-24;17;6;14;2;11;17;0.2;71;7.5;1019;79.125;17;3;7;143;116;176;météo défavorable;114
2017-04-25;12;8;15;6;11;11;6.3;58;8.625;1013;70.875;12;4;8;113;176;302;météo défavorable;115
2017-04-26;6;0;8;1;2;1;5.9;97;5.75;1012;100;6;3;1;296;338;263;météo très défavorable;116
2017-04-27;4;-2;13;-2;-1;4;5.3;90;3.5;1014;100;5;0;-4;326;338;371;météo très défavorable;117
2017-04-28;3;-2;10;-4;1;3;4.9;76;3.875;1017;91.625;4;0;-3;338;116;323;météo très défavorable;118
2017-04-29;10;0;8;-4;5;9;0;66;10;1019;2.375;11;0;1;113;113;113;météo très défavorable;119
2017-04-30;11;5;17;2;9;9;0;60;10;1015;7;12;0;4;113;113;116;météo très défavorable;120
2017-05-01;4;-4;7;1;1;1;22.5;100;7.125;1019;58.75;4;3;-4;320;335;176;météo très défavorable;121
2017-05-02;5;-1;15;0;5;3;11.6;87;8.75;1019;48.375;5;1;-1;116;176;365;météo très défavorable;122
2017-05-03;9;2;7;2;6;8;2.6;99;9.75;1019;44;11;2;2;323;176;353;météo très défavorable;123
2017-05-04;6;1;8;3;6;4;11.5;93;8.75;1018;21.75;7;4;1;116;176;356;météo très défavorable;124
2017-05-05;13;2;6;2;10;12;0.2;86;10;1018;4.25;14;5;2;113;113;113;météo correcte;125
2017-05-06;9;-2;9;8;9;3;32.3;85;8.125;1016;52.875;10;6;-2;113;293;320;météo très défavorable;126
2017-05-07;6;1;10;4;6;4;3.8;100;6;1019;86.375;7;5;1;353;266;353;météo très défavorable;127
2017-05-08;8;4;14;4;6;8;3.1;97;4.5;1019;96.375;9;5;4;317;317;353;météo très défavorable;128
2017-05-09;9;1;11;1;6;7;0.2;93;7.125;1018;35.25;9;3;2;248;113;113;météo très défavorable;129
2017-05-10;15;5;12;5;12;14;2.2;89;9.375;1012;17.875;15;6;5;113;113;353;météo correcte;130
2017-05-11;11;7;14;7;11;11;21;84;7.875;1006;47.125;12;7;6;113;116;356;météo très défavorable;131
2017-05-12;9;3;8;6;9;7;26.1;95;8.5;1007;46;10;7;3;176;386;389;météo très défavorable;132
2017-05-13;11;4;6;7;11;9;4;91;9.5;1017;24.25;12;8;4;113;116;386;météo très défavorable;133
2017-05-14;11;5;8;7;11;9;1.9;95;9.75;1025;14.625;12;8;5;113;116;176;météo très défavorable;134
2017-05-15;13;6;13;7;11;11;0.2;87;9.375;1028;0.75;13;7;6;113;113;113;météo correcte;135
2017-05-16;16;9;6;9;15;14;1.7;77;8.625;1028;7;16;10;9;113;113;176;météo correcte;136
2017-05-17;17;10;9;10;17;16;9.9;91;8.75;1025;15.875;18;9;10;113;113;356;météo correcte;137
2017-05-18;16;10;13;10;14;15;9.9;88;9.5;1017;33.5;17;9;11;353;176;386;météo correcte;138
2017-05-19;10;-1;9;6;2;4;16.6;98;7.75;1018;48.25;11;7;-1;296;338;113;météo très défavorable;139
2017-05-20;8;2;11;3;6;7;0.8;92;8.75;1023;36.75;9;3;2;143;353;176;météo très défavorable;140
2017-05-21;13;3;7;3;11;11;0;80;9.375;1024;7.125;14;6;4;113;113;113;météo correcte;141
2017-05-22;16;8;8;8;15;14;0.2;86;9.625;1021;4.25;17;7;9;113;113;113;météo correcte;142
2017-05-23;16;9;13;9;15;14;1.1;76;8.875;1021;20.25;17;10;10;113;113;176;météo correcte;143
2017-05-24;17;9;12;9;15;16;0.5;90;6.25;1022;36.5;19;10;10;143;113;176;météo correcte;144
2017-05-25;18;11;10;11;15;16;0;77;7.75;1019;17.25;18;10;11;113;113;113;météo favorable;145
2017-05-26;18;11;6;11;17;16;2.5;94;7.125;1017;14.375;19;13;12;143;113;176;météo favorable;146
2017-05-27;19;12;6;12;18;18;5.9;94;9.5;1020;13.75;20;12;13;176;176;176;météo favorable;147
2017-05-28;23;12;8;12;19;23;5.9;86;9.375;1021;11;23;11;13;113;113;176;météo favorable;148
2017-05-29;24;13;9;13;19;23;3.9;87;9.375;1021;13;24;12;13;176;113;176;météo favorable;149
2017-05-30;18;13;7;13;17;16;4.2;84;9.125;1018;18.375;19;11;14;176;176;176;météo favorable;150
2017-05-31;17;13;5;13;17;17;13.8;85;14.75;1020;35.125;18;13;13;176;356;356;météo défavorable;151
2017-06-01;17;12;5;12;16;17;9.2;94;9.125;1021;28.125;18;12;12;293;176;386;météo correcte;152
2017-06-02;18;10;6;10;16;16;5.3;95;9.625;1020;7.75;18;12;11;113;113;176;météo favorable;153
2017-06-03;18;12;13;12;18;17;12.6;90;9.125;1018;30.25;18;13;13;113;176;353;météo correcte;154
2017-06-04;14;11;11;11;12;14;15.5;100;6.375;1018;82;15;13;11;296;353;266;météo défavorable;155
2017-06-05;14;10;8;10;13;14;1.8;92;4.125;1015;72.125;15;9;10;266;266;263;météo défavorable;156
2017-06-06;13;10;13;10;10;13;12.3;92;8.75;1015;32.625;13;9;10;176;389;176;météo correcte;157
2017-06-07;14;5;11;5;9;14;0.4;91;8.25;1021;32.75;14;6;5;143;176;113;météo correcte;158
2017-06-08;18;7;9;7;15;17;0;73;10;1021;0;20;10;7;113;113;113;météo favorable;159
2017-06-09;17;11;6;11;15;16;0.1;83;10;1018;0;18;10;12;113;113;113;météo correcte;160
2017-06-10;22;13;10;13;17;22;0;82;9.375;1019;0.125;23;12;13;113;113;113;météo favorable;161
2017-06-11;26;14;9;14;20;26;0.5;86;9.5;1019;7.25;26;16;14;113;113;176;météo favorable;162
2017-06-12;21;16;9;16;20;19;2;89;8.875;1018;14.625;22;15;17;113;113;113;météo favorable;163
2017-06-13;22;14;6;15;20;20;2.6;92;8.5;1018;11.5;23;16;14;143;113;176;météo favorable;164
2017-06-14;22;16;7;16;21;22;3.7;90;9.75;1017;8.625;23;16;16;176;113;386;météo favorable;165
2017-06-15;21;14;7;14;19;19;1.7;96;9.875;1019;1.25;22;14;14;113;113;113;météo favorable;166
2017-06-16;20;15;16;15;16;20;0.5;92;8.125;1021;34;21;15;16;143;176;176;météo favorable;167
2017-06-17;17;11;14;11;15;16;0;85;7.875;1021;30.5;18;11;12;143;116;113;météo correcte;168
2017-06-18;21;12;7;12;19;19;0.1;83;8.5;1020;12.625;22;14;13;113;113;113;météo favorable;169
2017-06-19;22;15;8;15;20;21;2.5;91;9.75;1021;6;23;14;15;113;113;176;météo favorable;170
2017-06-20;27;14;7;14;22;27;0.1;83;10;1020;0;28;13;15;113;113;113;météo favorable;171
2017-06-21;23;16;7;16;22;22;3.6;75;16.875;1017;1.25;25;15;17;113;113;113;météo favorable;172
2017-06-22;24;16;5;16;22;24;1.3;86;10;1019;1;25;15;17;113;113;113;météo idéale;173
2017-06-23;23;17;8;17;23;21;3.8;76;9;1019;1.625;24;16;18;113;113;113;météo favorable;174
2017-06-24;24;16;8;16;19;24;0.8;85;7.625;1020;29;25;14;17;176;176;113;météo favorable;175
2017-06-25;21;13;10;13;15;21;3.8;96;9.625;1018;37.875;22;14;14;353;176;113;météo favorable;176
2017-06-26;20;13;7;13;18;19;4.4;78;9.625;1016;16.875;21;14;14;113;116;386;météo favorable;177
2017-06-27;22;14;11;14;18;22;5.7;90;9.5;1013;17.875;23;13;15;176;113;176;météo favorable;178
2017-06-28;17;6;11;12;13;9;16.2;98;8.125;1005;37.75;18;13;6;143;386;356;météo très défavorable;179
2017-06-29;11;6;12;8;10;10;14.2;99;14.125;1007;34.25;12;9;6;176;353;356;météo défavorable;180
2017-06-30;13;6;14;6;12;13;5.3;94;17.125;1011;18.625;14;8;6;176;113;386;météo correcte;181
2017-07-01;13;8;9;12;13;12;6.2;95;9;1018;60.75;13;11;8;296;176;353;météo correcte;182
2017-07-02;14;10;12;12;13;13;2.2;96;3.75;1022;88.875;14;12;10;266;266;353;météo défavorable;183
2017-07-03;19;14;10;14;17;17;0;94;6.25;1023;45.5;19;14;14;248;116;113;météo favorable;184
2017-07-04;25;21;6;17;23;24;1.6;88;8.375;1023;6.5;27;20;21;113;113;113;météo idéale;185
2017-07-05;26;21;7;21;26;24;0.1;82;10;1021;0.125;27;18;21;113;113;113;météo idéale;186
2017-07-06;27;20;9;21;27;24;0;80;10;1021;4.125;28;18;20;113;113;113;météo idéale;187
2017-07-07;27;21;6;23;27;25;0;76;10;1021;6.375;28;18;21;113;113;113;météo idéale;188
2017-07-08;30;23;7;23;30;27;0.2;67;10;1020;12.75;32;19;23;113;113;116;météo idéale;189
2017-07-09;26;19;8;23;23;22;8.3;89;9;1016;35.875;28;20;19;176;176;353;météo correcte;190
2017-07-10;23;17;6;21;23;20;9.3;88;8.75;1015;16.5;25;18;17;113;113;356;météo correcte;191
2017-07-11;22;18;8;19;21;21;9.5;84;9.25;1016;23;25;16;18;113;116;356;météo correcte;192
2017-07-12;23;19;9;20;23;21;0.4;92;9.25;1019;12.375;25;18;19;113;113;176;météo favorable;193
2017-07-13;19;14;9;17;18;17;0.8;94;5.5;1020;58.875;19;17;14;248;176;353;météo correcte;194
2017-07-14;18;12;11;16;17;16;0.8;92;5.25;1019;66;18;16;11;248;176;353;météo défavorable;195
2017-07-15;19;14;15;16;18;17;0;89;7.625;1021;4.25;19;14;14;143;113;113;météo favorable;196
2017-07-16;22;16;9;17;20;20;0;90;9.375;1023;0.5;23;15;16;113;113;113;météo favorable;197
2017-07-17;25;20;6;20;23;23;0.9;83;8.375;1023;19.375;26;18;20;113;116;176;météo favorable;198
2017-07-18;27;20;13;21;27;23;1.2;79;10;1021;0.5;28;19;20;113;113;113;météo idéale;199
2017-07-19;27;20;16;21;27;24;0.2;78;10;1018;2.625;28;18;20;113;113;113;météo idéale;200
2017-07-20;27;21;6;20;27;24;3;90;9.5;1016;23.625;28;16;21;176;113;176;météo favorable;201
2017-07-21;26;19;6;20;26;23;15.6;92;8.625;1015;31.375;27;18;19;176;176;356;météo défavorable;202
2017-07-22;30;22;6;19;30;25;3.6;83;9.5;1017;16.875;30;17;22;113;113;200;météo favorable;203
2017-07-23;26;19;8;19;24;23;6.3;78;9.375;1020;21;26;18;19;353;176;113;météo favorable;204
2017-07-24;18;11;8;17;15;14;11.3;93;9.125;1016;48.875;18;16;11;176;353;356;météo correcte;205
2017-07-25;15;10;7;11;13;14;10.4;99;8.75;1015;68.625;15;13;9;353;296;176;météo défavorable;206
2017-07-26;20;15;11;13;18;17;0.4;81;7.875;1013;19.25;20;12;15;143;176;113;météo favorable;207
2017-07-27;23;15;7;17;23;19;0;76;10;1015;15.25;25;14;15;116;113;113;météo favorable;208
2017-07-28;25;17;7;19;24;22;0.1;79;10;1017;8.5;26;17;17;113;116;113;météo favorable;209
2017-07-29;28;22;6;20;27;25;1.6;69;9.75;1018;6.5;28;16;22;113;113;386;météo idéale;210
2017-07-30;30;24;10;22;30;28;1.3;72;9.875;1017;1.875;30;17;24;113;113;113;météo idéale;211
2017-07-31;34;28;13;23;31;33;1;50;18.125;1018;8.625;36;16;28;176;113;113;météo favorable;212
2017-08-01;36;28;15;19;35;34;0.2;53;10;1020;4.125;37;18;28;113;113;113;météo favorable;213
2017-08-02;36;27;6;20;34;34;0;52;10;1021;0;38;19;27;113;113;113;météo favorable;214
2017-08-03;36;28;11;22;35;34;0.3;52;10;1020;4.25;37;20;28;176;113;113;météo favorable;215
2017-08-04;34;27;7;19;34;32;4.9;75;9.5;1019;8.125;38;22;27;356;113;113;météo favorable;216
2017-08-05;33;27;10;19;33;31;0.7;68;9.75;1019;7;36;21;27;113;113;176;météo favorable;217
2017-08-06;27;20;9;16;25;25;0.3;77;10;1020;43.625;29;18;20;119;176;176;météo favorable;218
2017-08-07;31;23;6;13;29;29;0;67;8;1020;3;33;21;23;143;113;113;météo idéale;219
2017-08-08;22;19;7;15;22;19;21.1;98;8.625;1016;49;25;20;19;176;353;356;météo très défavorable;220
2017-08-09;26;18;6;11;24;25;0.9;77;7.875;1018;26.75;28;16;18;143;116;113;météo favorable;221
2017-08-10;24;15;5;11;22;22;1.8;84;7.875;1019;47.25;25;13;15;293;176;116;météo favorable;222
2017-08-11;17;11;4;8;14;16;6.2;94;7.25;1020;78.25;17;14;11;143;296;353;météo défavorable;223
2017-08-12;26;14;8;7;23;25;0;67;8.625;1022;8;27;14;14;116;113;113;météo favorable;224
2017-08-13;28;19;8;11;26;27;0;70;9.375;1022;8.25;29;18;19;113;113;116;météo idéale;225
2017-08-14;31;22;8;14;29;29;0;61;8.625;1021;3.375;32;18;22;113;113;113;météo idéale;226
2017-08-15;33;24;10;16;31;31;0.3;51;9.875;1022;3;33;15;24;113;113;113;météo idéale;227
2017-08-16;30;23;6;16;29;27;2.6;70;9.75;1023;11.25;32;20;23;176;113;116;météo idéale;228
2017-08-17;32;23;6;16;30;31;0;63;10;1022;0;35;20;23;113;113;113;météo favorable;229
2017-08-18;32;25;14;19;32;28;4.1;77;9.75;1020;18.125;33;19;25;113;113;116;météo favorable;230
2017-08-19;25;19;8;15;23;23;1.9;86;6.125;1022;56.125;25;17;19;248;176;113;météo correcte;231
2017-08-20;26;18;12;11;24;23;0;63;9;1023;1.375;26;13;18;143;113;113;météo idéale;232
2017-08-21;29;18;8;12;26;27;0;59;10;1024;0;29;15;18;113;113;113;météo idéale;233
2017-08-22;33;22;5;14;31;31;0;57;10;1022;0;34;18;22;113;113;113;météo idéale;234
2017-08-23;34;24;5;15;32;33;0.3;55;10;1019;0.5;35;18;24;113;113;113;météo favorable;235
2017-08-24;31;23;5;17;29;29;0.5;65;9.875;1020;31.25;34;20;23;176;176;176;météo favorable;236
2017-08-25;34;25;10;17;33;32;0;52;10;1021;0;34;17;25;113;113;113;météo idéale;237
2017-08-26;35;25;9;17;33;33;0;48;10;1020;0;35;16;25;113;113;113;météo favorable;238
2017-08-27;35;26;4;18;34;32;0.1;48;10;1020;4.625;35;16;26;113;116;113;météo favorable;239
2017-08-28;35;24;5;17;33;33;0.5;53;9.75;1019;9.5;37;18;24;113;176;113;météo favorable;240
2017-08-29;36;26;6;18;34;34;0;52;10;1017;0;38;18;26;113;113;113;météo favorable;241
2017-08-30;32;24;14;19;32;26;1.4;66;16.75;1017;24.25;32;17;24;113;113;116;météo idéale;242
2017-08-31;18;16;6;15;17;17;19.5;98;12.625;1020;78;19;17;17;176;308;266;météo très défavorable;243
2017-09-01;17;14;5;12;15;15;4.3;91;7.375;1020;75;17;13;14;266;176;176;météo défavorable;244
2017-09-02;16;13;8;11;15;14;16.2;92;8.125;1019;51.875;16;13;13;353;176;356;météo très défavorable;245
